Feature_0_Class_0,Feature_0_Class_1,Feature_1_Class_0,Feature_1_Class_1,Feature_2_Class_0,Feature_2_Class_1,Feature_3_Class_0,Feature_3_Class_1,Feature_4_Class_0,Feature_4_Class_1
-0.01514315301115309,0.015143153011153,0.041333468081171214,-0.04133346808117152,0.04015722241086136,-0.040157222410861504,0.03565998542028203,-0.035659985420282155,0.01740918321619492,-0.017409183216194998
0.03514497793853103,-0.035144977938531004,-0.01268705680109161,0.01268705680109156,-0.02245370825823067,0.02245370825823075,-0.05206370556005009,0.05206370556004987,0.0032134026311210206,-0.0032134026311210363
-0.00386682518615926,0.0038668251861592386,-0.019817422345704307,0.01981742234570424,-0.018851851360319895,0.01885185136031987,-0.029263354385942766,0.029263354385942887,0.025850128468731963,-0.025850128468732136
0.07399065888594146,-0.07399065888594118,0.05534942684622455,-0.05534942684622485,0.05489307987775895,-0.05489307987775913,0.033714111529333034,-0.03371411152933326,0.058777487931433184,-0.058777487931433135
0.0456053964268773,-0.04560539642687741,0.012908270263934749,-0.012908270263934875,0.02388624356420978,-0.02388624356420998,-0.038876721050387704,0.0388767210503873,-0.11498785980988464,0.11498785980988549
-0.025954681235112183,0.025954681235111805,-0.1173167494663771,0.11731674946637859,-0.07963119061624349,0.07963119061624395,-0.0571115179974977,0.057111517997497134,-0.10445133885835411,0.104451338858355
-0.04162238808051153,0.04162238808051126,-0.010062362576432433,0.010062362576432424,0.008985338268529297,-0.008985338268529323,-0.039158227173716635,0.039158227173716524,0.002690768503063901,-0.0026907685030639174
0.053980484891136146,-0.053980484891136334,0.026597486369705246,-0.02659748636970538,0.03052386222844454,-0.0305238622284447,0.017049031256770972,-0.017049031256771062,0.027610625840976982,-0.02761062584097696
0.031816544747589035,-0.031816544747588896,-0.04689638742778546,0.04689638742778517,-0.03196700221780361,0.03196700221780341,-0.10302441996656064,0.10302441996656139,-0.053171662424293914,0.05317166242429364
-0.004377635118902764,0.004377635118902751,0.0335801939511571,-0.0335801939511573,0.0223289689991616,-0.022328968999161567,0.011418721485069273,-0.011418721485069264,-0.00965720666129776,0.009657206661297739
-0.044568917401640956,0.044568917401640644,-0.002551460639358379,0.0025514606393583794,0.012865002641346364,-0.012865002641346397,0.04425554816979454,-0.04425554816979494,-0.044047132259013515,0.044047132259013445
0.03934477500367468,-0.039344775003674615,-0.010995409606048246,0.010995409606048155,-0.018161875759482853,0.01816187575948288,-0.006112967392328536,0.006112967392328519,-0.00579833478833192,0.005798334788331914
0.07345965923945175,-0.07345965923945152,0.029934392682902832,-0.029934392682902954,0.023456901582176923,-0.023456901582176923,0.014867822223575763,-0.014867822223575784,-0.0004237235001902869,0.0004237235001902897
0.006264619978281852,-0.006264619978281914,-0.11708868208220205,0.11708868208220359,-0.08565152757282456,0.08565152757282538,-0.05645538539245387,0.056455385392453344,-0.1008032519471052,0.10080325194710608
0.025341466511936948,-0.02534146651193689,-0.024598266062001932,0.024598266062001953,-0.039191154222213476,0.03919115422221342,-0.03813206886830275,0.03813206886830248,-0.008828734902231948,0.008828734902231941
0.06757953513759488,-0.06757953513759522,0.01917539590869488,-0.019175395908695027,0.012152149709803639,-0.012152149709803757,-0.050806960767091014,0.050806960767090764,-0.04483810245823767,0.04483810245823772
-0.03394435163194137,0.03394435163194105,0.0014855576918865895,-0.0014855576918865853,-0.010330236563103674,0.010330236563103671,0.0021461862180564306,-0.0021461862180564522,-0.0022863717595826153,0.0022863717595826127
0.03465493477188669,-0.03465493477188681,0.023431579693274585,-0.02343157969327467,0.017259149516961246,-0.017259149516961295,0.04924165461960076,-0.04924165461960099,-0.003750668547643413,0.003750668547643428
-0.11036854641136408,0.11036854641136436,0.021129997301129917,-0.021129997301130004,0.025006908690619167,-0.025006908690619202,0.03268762782541727,-0.032687627825417356,0.012491139091505975,-0.012491139091506044
-0.061123350303350484,0.061123350303350144,0.014129318881373417,-0.01412931888137343,0.03263792070068904,-0.032637920700689424,0.019859705375936353,-0.019859705375936423,0.009335577642871781,-0.009335577642871778
0.005753886600321561,-0.005753886600321615,-0.02578714011512668,0.0257871401151266,-0.02431770817325187,0.024317708173251847,-0.07963829957131119,0.07963829957131104,0.06304507947567037,-0.06304507947567088
0.030540128643774797,-0.030540128643774922,-0.01063571405492982,0.010635714054929673,-0.020370566018108858,0.020370566018108813,0.014681333399704441,-0.01468133339970454,0.010627804152560379,-0.010627804152560398
-0.047217000778398195,0.04721700077839786,0.0008315922853838417,-0.0008315922853838309,-0.00995409773129948,0.00995409773129948,0.026708856704083846,-0.026708856704083954,0.014735843572425194,-0.014735843572425248
0.05892109741937337,-0.05892109741937359,0.03899670809978515,-0.0389967080997855,0.05789820523737306,-0.05789820523737314,0.057699338500719184,-0.057699338500719725,-0.02974288656906598,0.029742886569065898
0.00556143541014915,-0.005561435410149202,-0.04228560933039391,0.04228560933039373,-0.03604494604792136,0.036044946047921286,0.010934825619416139,-0.010934825619416179,-0.041768298941130204,0.04176829894112997
0.043808571714209134,-0.04380857171420955,0.06653211224171118,-0.06653211224171145,0.06687150020254676,-0.06687150020254674,0.043561470569742446,-0.04356147056974278,0.06253894612099815,-0.06253894612099804
-0.012475413170215669,0.012475413170215577,0.06490535139820636,-0.06490535139820676,0.06134798042213673,-0.06134798042213679,0.015595862743321486,-0.015595862743321531,0.03841627841867899,-0.03841627841867886
0.007636398358588437,-0.007636398358588471,0.04153562288971849,-0.04153562288971899,0.03833017979506981,-0.03833017979506987,0.019181088581382864,-0.019181088581382993,0.05056666498115232,-0.050566664981152344
-0.00673955212970726,0.006739552129707233,-0.012240816151404038,0.012240816151404002,-0.020212409577772553,0.02021240957777255,-0.02423586497114297,0.024235864971142936,0.0017683714219735224,-0.0017683714219735207
0.026098467798308097,-0.026098467798308118,-0.056427905495118176,0.05642790549511779,-0.06825233814841483,0.06825233814841451,-0.017279005481248437,0.017279005481248392,-0.009187964838345367,0.00918796483834536
0.02692649089919939,-0.026926490899199358,0.03727011975734172,-0.03727011975734204,0.03552839656049512,-0.03552839656049525,-0.038617293544587004,0.038617293544586956,0.01709286619863237,-0.017092866198632442
-0.006352636213818371,0.0063526362138182834,-0.11744114476733658,0.11744114476733818,-0.08642682996433962,0.08642682996434047,-0.057685173924495355,0.057685173924494855,-0.10399790780203817,0.10399790780203909
-0.07301218136497126,0.07301218136497105,0.02489890290478309,-0.024898902904783186,0.0390935459930237,-0.03909354599302397,0.04253860583349112,-0.04253860583349148,-0.03886032106319034,0.038860321063190116
-0.07426434618756202,0.07426434618756184,0.02712799142735738,-0.027127991427357407,0.02548178188403408,-0.025481781884034032,-0.07629475094066164,0.07629475094066172,0.007448696864779137,-0.0074486968647791895
0.01826744128482005,-0.01826744128482006,-0.056595658515314944,0.056595658515314416,-0.07077600327980044,0.07077600327980049,0.00908597262224451,-0.009085972622244524,0.0250706160395439,-0.025070616039543987
0.06565932294951247,-0.06565932294951307,-0.02029705831196059,0.0202970583119605,-0.01681962197915746,0.016819621979157425,0.02574526049774886,-0.025745260497748935,-0.00730657073096448,0.007306570730964452
0.05551775846184197,-0.05551775846184228,0.054315312328928084,-0.05431531232892829,0.04585722748247875,-0.04585722748247882,0.03686122100179698,-0.03686122100179704,0.028501455282207534,-0.028501455282207655
0.03853842172921138,-0.03853842172921153,-0.02222155341616606,0.022221553416166013,-0.028938791202377658,0.028938791202377794,-0.02423544369128847,0.024235443691288456,-0.0007105843526555627,0.0007105843526555494
-0.020055827019231802,0.020055827019231587,-0.11543706990349294,0.11543706990349432,-0.07892369739710454,0.07892369739710503,-0.05516876114932059,0.05516876114932014,-0.08198074855240019,0.08198074855240023
-0.017729616239348055,0.01772961623934793,-0.13470071013812343,0.13470071013812482,-0.0981120703811579,0.09811207038115868,-0.061001343460385625,0.06100134346038536,0.002065969467204952,-0.002065969467204961
0.04761677733740817,-0.04761677733740832,0.0063131035372821585,-0.0063131035372822105,-0.003309365760118245,0.0033093657601182282,0.059508240456029815,-0.0595082404560302,0.009284242501684112,-0.009284242501684173
0.05142953891858334,-0.051429538918583526,0.0020181215140445885,-0.002018121514044594,-0.009691744945632286,0.009691744945632273,0.02872686055284005,-0.028726860552840187,0.04650287452760966,-0.04650287452760956
-0.020238444065854996,0.020238444065854864,-0.008869323936024767,0.00886932393602474,0.01178470041404818,-0.011784700414048112,0.013998218852294844,-0.013998218852294872,0.020197289767674254,-0.02019728976767432
0.04632265428956366,-0.046322654289563794,0.04692594843463231,-0.04692594843463241,0.06161981169387072,-0.06161981169387103,-0.05634501927606189,0.056345019276061586,-0.002180645586187394,0.0021806455861873774
0.07148427126615756,-0.07148427126615746,0.06921243878004518,-0.06921243878004485,0.06655575653783512,-0.06655575653783513,0.029163500447409882,-0.02916350044741001,0.061747333223878854,-0.06174733322387875
-0.025337114891084166,0.025337114891083843,-0.11869039843862475,0.11869039843862629,-0.08111019262952804,0.08111019262952847,-0.058620218914361234,0.05862021891436075,-0.10887111299014299,0.10887111299014383
-0.07569402659614335,0.07569402659614347,-0.04307796223925338,0.04307796223925306,-0.032904195646362426,0.03290419564636216,-0.08436227390883631,0.08436227390883679,-0.05418592487173964,0.054185924871739274
-0.013667787693988605,0.013667787693988449,-0.11803556752704758,0.11803556752704918,-0.08721649272803741,0.08721649272803833,-0.06593649246660754,0.06593649246660686,-0.1033106950333617,0.10331069503336278
0.020201868858057165,-0.02020186885805718,0.0033613930224670324,-0.0033613930224670394,-0.010933127298018704,0.01093312729801864,0.03116627891313931,-0.031166278913139396,0.04424520895563152,-0.04424520895563144
0.033231262585728505,-0.033231262585728644,-0.031092334669793116,0.031092334669792977,-0.020655903486233695,0.020655903486233626,0.037372149647371025,-0.03737214964737111,0.01185156799555824,-0.011851567995558279
