num_sonarQube_BUG_HIGH,num_sonarQube_BUG_MEDIUM,num_sonarQube_BUG_LOW,num_sonarQube_VULNERABILITY_LOW,num_sonarQube_CODE_SMELL_MEDIUM
0.0,0.0351239669421487,0.0076647930505876,0.0,0.1061889949587042
0.0,0.0005123430765707713,0.0,0.0,0.0006383543041345182
0.1132075471698113,0.0712809917355371,0.0970873786407767,0.0,0.086452858521935
0.0,0.0940082644628099,0.0015329586101175,0.0,0.0052558189424005
0.0,0.0010330578512396,0.0,0.0,0.006757481497372
0.0,0.0082644628099173,0.0,0.0,0.0027888018878043
0.0471698113207547,0.0196280991735537,0.00204394481349,0.0,0.045264399871286
0.0,0.0,0.0005109862033725,0.0,0.0071865279416496
0.0,0.015495867768595,0.0025549310168625,0.0,0.009439021774107
0.0471698113207547,0.1714876033057851,0.0889115993868165,0.0,0.0282098037112517
0.023259331341187496,0.0921554975504942,0.0005550032115757317,0.0,0.05263968496733634
0.0,0.0020661157024793,0.001021972406745,0.0,0.011584253995495
0.0,0.0113636363636363,0.001021972406745,0.0,0.044191783760592
0.0,0.0010330578512396,0.0,0.0,0.0042904644427759
0.026972701944028277,0.14107333962972685,0.0035769034236075,0.0,0.06390728008210161
0.0283018867924528,0.0526859504132231,0.0137966274910577,0.0,0.1068325646251206
0.0,0.004000822364003575,0.0010653053829481893,0.0,0.008603669053531432
0.0,0.0,0.0,0.0,0.0026815402767349
0.0094339622641509,0.0,0.0,0.0,0.0066502198863026
0.03540475282939901,0.004666759090390289,0.000769446908447919,0.0,0.014062143064450534
0.0,0.0041322314049586,0.0,0.0,0.0144803174943687
0.0188679245283018,0.012396694214876,0.0005109862033725,0.0,0.006757481497372
0.02122662104355552,0.010847152542596808,0.0005110308239486739,0.0,0.020593985800262036
0.0,0.0557851239669421,0.003065917220235,0.0,0.0425828595945511
0.0471698113207547,0.1642561983471074,0.00408788962698,0.0,0.1785905824305481
0.0,0.0,0.0,0.0,0.0003217848332081
0.160377358490566,0.0020661157024793,0.0,0.0,0.0663949372519575
0.0,0.0010330578512396,0.0,0.0,0.0025742786656655
0.8584905660377358,1.0,0.0137966274910577,0.0,0.3672637563016196
0.0,0.0,0.0,0.0,0.0062211734420251
0.2641509433962264,0.137396694214876,0.0183955033214103,0.0,0.1173442025099217
0.0283018867924528,0.009297520661157,0.0005109862033725,0.0,0.0286388501555293
0.0188679245283018,0.0010330578512396,0.0,0.0,0.0120133004397726
0.0,0.0,0.0,0.0,0.0010726161106939
0.0188679245283018,0.0857438016528925,0.0,0.0,0.0547034216453931
