num_pull,num_stargazers,num_watchers,num_forks,num_subscribers
0.0012326860626946,0.0049556248758409,0.0049556248758409,0.0032436506547867,0.0034278180619644
0.0425077871296971,0.080567829779923,0.080567829779923,0.0300676994306787,0.0346736980883322
0.0279806481542845,0.0002201306824588,0.0002201306824588,0.0003499374150392,0.0007910349373764
0.0188349128504208,0.0648258014636005,0.0648258014636005,0.0230016554731557,0.0379696769940672
0.0245211743654317,0.0087407988059252,0.0087407988059252,0.0036608837265642,0.0060646011865524
0.03015622860615431,0.020449349030003703,0.020449349030003703,0.014612557013008877,0.012642966438766499
0.0019908382782400703,0.0045247633799796886,0.0045247633799796886,0.0035369959926951433,0.006008267371359935
0.0032937842070243145,0.003512029070112114,0.003512029070112114,0.00204133683311918,0.003274755600382602
0.0212207568427331,0.0764712514697749,0.0764712514697749,0.0300811585620264,0.044166117336849
0.0016965611863519387,0.005204751572788785,0.005204751572788785,0.002576799180120319,0.004672038113224414
0.0004771687984624,0.0004456304059531,0.0004456304059531,0.0002018869702149,0.0007910349373764
0.0015748847054460242,5.055666490974813e-05,5.055666490974813e-05,0.00024309269990293474,0.020442467252754268
0.2377228444562263,0.3217451530982051,0.3217451530982051,0.3414985396842488,0.2822676334871457
0.002191812048711119,0.004485322601558862,0.004485322601558862,0.0033589832511975192,0.004934141345765763
0.0038524156897679802,6.421053729054017e-05,6.421053729054017e-05,0.0004812505042039361,0.02074720160337242
0.0006759891311551,5.369041035580635e-05,5.369041035580635e-05,0.0001211321821289,0.0010547132498352
0.028974749817748,0.0101743327624253,0.0101743327624253,0.0067161065424837,0.0100197758734344
0.0056730068261647,0.0143460776470714,0.0143460776470714,0.002153461015626,0.0055372445616348
0.0015773079726953,4.832136932022572e-05,4.832136932022572e-05,0.0002422643642579,0.020435069215557
0.010133459310952274,0.0038986721993557218,0.0038986721993557218,0.003918556711029714,0.0026306358514436336
0.0146994499304128,0.0424744836324784,0.0424744836324784,0.0053298160136744,0.0051417270929466
0.109165617337133,0.068814998953037,0.068814998953037,0.0620196772500302,0.0431114040870138
0.0187288753396514,0.0258787777914986,0.0258787777914986,0.0138225278940497,0.0222808174027686
0.0091589899927099,0.0695022362055913,0.0695022362055913,0.018640896916513,0.0220171390903098
0.0231957054808138,0.0357148609686823,0.0357148609686823,0.023311215494152,0.0294001318391562
0.084114255417854,0.0810993648424455,0.0810993648424455,0.0271201496655405,0.0287409360580092
0.0183444893631122,0.0456583249665777,0.0456583249665777,0.0099597571972704,0.0122610415293342
0.0603751076943468,0.0238653874031559,0.0238653874031559,0.026783671381849,0.0258404746209624
0.0014580157730797,0.004595899126457,0.004595899126457,0.0020592470961924,0.0031641397495056
0.5089270329379018,1.0,1.0,1.0,1.0
0.6451057061435482,0.2126140250089931,0.2126140250089931,0.380610775380557,0.2660514172709294
0.0308834250115978,0.0261203846380997,0.0261203846380997,0.0107000094213919,0.0214897824653922
0.0002120750215388,0.0043542922798558,0.0043542922798558,0.0006325791733401,0.0010547132498352
0.0015905626615415,0.0030120320209607,0.0030120320209607,0.0006729565673831,0.000659195781147
0.1959043011465305,0.1498338281799487,0.1498338281799487,0.1350220056797534,0.0787079762689518
0.0049837630061634,0.0024590207942959,0.0024590207942959,0.0009690574570317,0.0017139090309822
0.0095566306580953,0.001637557515852,0.001637557515852,0.0012382400839849,0.0034278180619644
0.0018613536597187094,3.0105190731404917e-05,3.0105190731404917e-05,0.00020361148669219948,0.02418972343303258
