num_sonarQube_BUG_MEDIUM,num_sonarQube_BUG_BLOCKER,num_sonarQube_VULNERABILITY_HIGH,num_sonarQube_VULNERABILITY_MEDIUM,num_sonarQube_VULNERABILITY_BLOCKER
0.09019069370297356,0.0010888142957896432,0.007464602128167906,0.0,0.019310601157651784
0.06883430509638341,0.0017441171756662713,0.005897108932445906,0.0,0.015255564412197041
0.045310756032375735,0.050369060688031486,0.09781418506016831,0.7352009597734825,0.029567651692173236
0.007539201005515077,0.001475340176368298,0.04656384086438381,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.016208158341390548,0.004433118824641618,0.1203915315377031,0.0,0.0
0.0026179885629131656,0.0,0.0,0.0,0.0
0.05094929898490791,0.003566725836935107,0.0,0.0,0.0
0.008628821021806753,0.005734705170902586,0.07514204834179039,0.0,0.0
0.0351239669421487,0.0253411306042884,0.0084033613445378,0.0434782608695652,0.1739130434782608
0.0082644628099173,0.0077972709551656,0.0252100840336134,0.0,0.0
0.015220244682486962,0.0,0.0252100840336134,0.042704918413470766,0.0
0.0,0.0,0.0252100840336134,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.17966183463651308,0.00886405473000424,0.0,0.0,0.0
0.9741735537190084,0.0175438596491228,0.0252100840336134,0.0869565217391304,0.0434782608695652
0.0020661157024793,0.0038986354775828,0.0168067226890756,0.0,0.0
0.0,0.0016610446727717103,0.0,0.0,0.0
0.0692148760330578,0.0077972709551656,0.0,0.0,0.0
0.0020661157024793,0.0019493177387914,0.0,0.0,0.0
0.0041322314049586,0.0155945419103313,0.0588235294117647,0.0,0.0
0.021694214876033,0.0136452241715399,0.0084033613445378,0.0,0.0
0.0701580088372472,0.0013278256808137278,0.006495309315805449,0.0,0.016803082795235864
0.0,0.0,0.0252100840336134,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0041322314049586,0.0,0.0084033613445378,0.0,0.0
0.0031160972766216734,0.0019466565685883805,0.008426305551498287,5.9355665832566684e-05,0.0
0.024459574634640487,0.008601460359409608,0.0875004131460265,0.0,0.0
0.006198347107438,0.0,0.0,0.0,0.0
0.1022343278328443,0.03948652406211873,0.0,0.0,0.0
0.0010330578512396,0.0,0.0,0.0,0.0
0.0743801652892562,0.0,0.0084033613445378,0.0,0.0217391304347826
0.021694214876033,0.0019493177387914,0.0,0.0,0.0
0.009089711318369591,0.010911659088427996,0.4129679601084696,0.0,0.0
0.0196280991735537,0.0058479532163742,0.0252100840336134,0.0,0.0217391304347826
0.0557851239669421,0.0058479532163742,0.0,0.0,0.0
0.04496028690408398,0.02142216147312407,0.09590818246056944,0.19306706142102292,0.0
0.0,0.0,0.02065500540016853,0.0,0.0
0.0547520661157024,0.0,0.0168067226890756,0.0,0.0217391304347826
0.1022727272727272,0.0038986354775828,0.0084033613445378,0.0,0.0217391304347826
0.0010330578512396,0.0,0.0504201680672268,0.0,0.0
0.05516010864920714,0.0,0.006231907699863726,0.0,0.061061323608989235
0.1095041322314049,0.0097465886939571,0.0504201680672268,0.0,0.0
0.002920299420108431,0.0001687623404824794,0.0,0.0,0.01985706346374971
0.0,0.0,0.0,0.0,0.0
0.13675432483893485,0.00781935952824215,0.0,0.0,0.0
0.011824334844606987,0.0037186342201363156,0.11177613879513976,0.0,0.0
0.0010330578512396,0.0,0.0,0.0,0.0217391304347826
0.0,0.0,0.0,0.0,0.09175987327258506
0.0,0.0,0.0,0.0,0.0
0.006198347107438,0.0,0.0084033613445378,0.0,0.0
0.0940082644628099,0.0194931773879142,0.0,0.0,0.0
0.0547520661157024,0.0,0.0168067226890756,0.0,0.0217391304347826
0.0,0.0,0.0084033613445378,0.0,0.0
0.0227272727272727,0.0,0.2352941176470588,0.0,1.0
0.0526859504132231,0.0448343079922027,0.0084033613445378,0.0,0.1956521739130434
0.0,0.0,0.0,0.0,0.003353325130734358
0.0134297520661157,0.0,0.0084033613445378,0.0,0.0
0.012396694214876,0.0,0.0672268907563025,0.0,0.0
0.05691215986051963,0.016281258424700705,0.06732244826153681,0.29767825653521873,0.0726285701901867
0.03558319010700491,0.0072981879870287255,0.07554918235086705,0.0,0.0
0.0020661157024793,0.0019493177387914,0.0,0.0,0.0
0.3016528925619834,0.0116959064327485,0.0,0.0,0.0
0.00955982561671222,0.011283445099126904,0.4858410174854779,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.1739130434782608
0.0010330578512396,0.0,0.0,0.0,0.0
0.0940082644628099,0.0467836257309941,0.0336134453781512,0.0,0.0
0.0008588142137988877,0.0,0.0,0.0,0.0
0.04005731477077544,0.043780224131707166,0.10255534916230992,0.5627795832993474,0.0
0.0557851239669421,0.0058479532163742,0.0,0.0,0.0
0.0041322314049586,0.0,0.0084033613445378,0.0,0.0
0.040206005605285824,0.0431021784679035,0.10235376270880005,0.5515674324014126,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0084033613445378,0.0,0.0
0.0351239669421487,0.0662768031189083,0.1092436974789916,0.934782608695652,0.0
0.0547520661157024,0.0,0.0168067226890756,0.0,0.0217391304347826
0.0,0.0038986354775828,0.0,0.0,0.0
0.0516528925619834,0.0038986354775828,0.0252100840336134,0.0,0.0
0.00030728489431957804,0.0019493177387914,0.0,0.0,0.0
0.0007789414755433926,0.0,0.0,0.0,0.0
0.006523637221617255,0.0019493177387914,0.036259502777525356,0.0,0.0
0.0020661157024793,0.0019493177387914,0.0,0.0,0.0
0.0557851239669421,0.0058479532163742,0.0,0.0,0.0
0.027892561983471,0.0077972709551656,0.361344537815126,0.0,0.0
0.001440973928287776,0.0,0.0084033613445378,0.0,0.0
0.0557851239669421,0.0058479532163742,0.0,0.0,0.0
0.0004096077676635804,0.0,0.018546213124397068,0.0,0.0
0.002125713105025356,0.0,0.0,0.0,0.014910799171482242
0.0,0.0,0.0,0.0,0.0
0.0009636993274738918,0.0,0.009531748756390068,0.0,0.0
0.003099173553719,0.0,0.0,0.0,0.006025654309079996
0.06514749482737661,0.002903581873651499,0.004230987391643587,0.0,0.010945380426208427
0.0351239669421487,0.0662768031189083,0.1092436974789916,0.934782608695652,0.0
0.019614549623825497,0.005657433968574429,0.15073962898153337,0.0,0.0
0.0857438016528925,0.0058479532163742,0.0,0.0,0.0
0.0,0.0077972709551656,0.0,0.0,0.0
0.006198347107438,0.0,0.0,0.0,0.0
0.0003899494881367886,0.0,0.0,0.0,0.0
0.07836723301778298,0.003911086163280661,0.0,0.0,0.0
0.0,0.0,0.021930518033375944,0.0,0.0
0.009297520661157,0.007297254597617884,0.2985908632706815,0.0,0.0
0.0020661157024793,0.0019493177387914,0.0084033613445378,0.0,0.0
0.0392561983471074,0.0077972709551656,0.0252100840336134,0.0,0.0217391304347826
0.012396694214876,0.0,0.0672268907563025,0.0,0.0
0.01205808032790851,0.0019493177387914,0.14864610949295687,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0010330578512396,0.0,0.0252100840336134,0.0,0.0
0.1580578512396694,0.0,0.0,0.0,0.0
0.0029529154440638525,0.0018113276314364517,0.0084033613445378,0.0,0.0
0.012396694214876,0.0,0.0,0.0,0.0652173913043478
0.0082644628099173,0.0,0.0,0.0,0.0
0.1022727272727272,0.0038986354775828,0.0084033613445378,0.0,0.0217391304347826
0.1022727272727272,0.0409356725146198,0.0,0.0,0.0
0.006198347107438,0.0038986354775828,0.0,0.0,0.0
0.006198347107438,0.0,0.0084033613445378,0.0,0.0
0.00010775900895913077,0.0,0.0084033613445378,0.0,0.0
0.0029758793377560816,0.0,0.0,0.0,0.0
0.1642561983471074,0.0097465886939571,0.0084033613445378,0.0,0.0
