num_sonarQube_BUG_HIGH,num_sonarQube_BUG_LOW,num_sonarQube_BUG_BLOCKER,num_sonarQube_CODE_SMELL_HIGH,num_sonarQube_CODE_SMELL_LOW
0.0283018867924528,0.0005109862033725,0.0077972709551656,0.5525095746825237,0.0647604620337057
0.0,0.0,0.0,0.0032251562185043,0.0128763491762923
0.17773175641698263,0.005345602924810764,0.046107918732235506,0.2711197316096194,0.19857714425196443
0.0188679245283018,0.00204394481349,0.0077972709551656,0.1072364442652691,0.1999621283847756
0.0188679245283018,0.0025549310168625,0.0019493177387914,0.0447490425317476,0.0505586063245597
0.3490566037735849,0.0035769034236075,0.0019493177387914,0.0528119330780084,0.085021776178754
0.9775228074232851,0.00637005853956416,0.01901978399598156,0.8080185314886918,0.22470572462241734
0.028729328796495673,0.0038902770214978206,0.0,0.07367549191862932,0.03539787012491519
0.7547169811320754,0.0137966274910577,0.0916179337231968,0.565410199556541,0.4474531338761598
0.10497406349352213,0.08867409672803861,0.008895955877498378,0.32640146769889744,0.29232824736654384
0.0,0.0,0.0,0.0020157226365652,0.0053020261314145
0.0188679245283018,0.00204394481349,0.0077972709551656,0.0919169522273735,0.1497822382124597
0.0471698113207547,0.0889115993868165,0.0,0.0723644426526909,0.0397651959856087
0.0,0.0,0.0,0.0046361620640999,0.0017042226850975
0.0,0.0066428206438426,0.0058479532163742,0.0419270308405563,0.0302972921795114
0.01806964681680588,0.001511339438574688,0.0018668446029058573,0.056838692339096705,0.07026495137064866
0.0377358490566037,0.0143076136944302,0.0136452241715399,0.1675065510985688,1.0
0.1320754716981132,0.0117526826775677,0.0077972709551656,0.1523886313243297,0.1675818973679227
0.8330979948194717,0.0137966274910577,0.7777261300908431,0.4204690246976867,0.18428959891222774
0.0,0.0,0.0019493177387914,0.0032251562185043,0.0047339519030486
0.09126464806203208,0.0007608180675201167,0.005530265784186488,0.1770353398418027,0.05361120977127108
0.0094339622641509,0.0005109862033725,0.0,0.0022172949002217,0.0009467903806097
0.030299133274187005,0.011957568645843047,0.0353425206189707,0.10041030483311962,0.09128957240064955
0.0,0.00408788962698,0.0,0.0288248337028824,0.0299185760272675
0.0,0.0,0.0016499736354694738,0.005163863792574547,0.01258486850502031
0.0,0.0,0.0,0.0046361620640999,0.002281937114418665
0.0188679245283018,0.0005109862033725,0.0,0.0372908687764563,0.0187464495360727
0.0,0.0076647930505876,0.0662768031189083,0.1999596855472687,0.8839234993372467
0.0,0.0,0.0,0.0056440233823825,0.0049233099791706
0.0,0.0,0.0,0.0030235839548478,0.0041658776746828
0.0094339622641509,0.0035769034236075,0.0,0.0223745212658738,0.0374928990721454
0.2169811320754716,0.0076647930505876,0.0682261208576998,0.2439024390243902,0.141639840939216
0.0188679245283018,0.0035769034236075,0.0019493177387914,0.0477726264865954,0.0596477939784131
