num_commits,num_issues,num_pull,num_forks,num_contributors
0.006807615421671847,0.012907758764938755,0.019620436270401716,0.0006648929959845491,0.07390420750893947
0.0167067917247168,0.0486468846880026,0.0454900921200874,0.0493950120459225,0.6137787056367432
0.15849580848386843,0.14561845834265,0.21365580168693757,0.33643747832482324,0.8026082905057643
0.04012311494809,0.0805031739741886,0.0644045331035853,0.0218172519145614,0.5991649269311065
0.0367129707893463,0.0506670396183461,0.0337862018689111,0.1255198589483034,0.8350730688935282
0.0707677779267489,0.0316154246598758,0.0374577506793028,0.0063257917334015,0.6680584551148225
0.0062665042233323,0.0007692128388615,0.0002916031546159,0.0014535861855475,0.0313152400835073
0.0224428290789113,0.0365337249325967,0.0425342965073894,0.0153030323422926,0.9018789144050104
0.0048208362722752,0.0039237624608594,0.0043475379415468,0.0012920766093756,0.0730688935281837
0.10542511208209704,0.1313060413512207,0.14337938441473744,0.18440473047794498,0.7752360998301766
0.014844301116940996,0.008555597722446467,0.002245163642982082,0.000514352040946662,0.03470203756152517
0.0609978606446046,0.0379478333838372,0.0301544171250579,0.0006191200419924,0.0605427974947807
0.0448798288515683,0.0560670691436874,0.0921068327921002,0.0487220554785394,0.9853862212943632
0.0251417978746349,0.0249100642564664,0.0091589899927099,0.018640896916513,0.4572025052192066
0.2198062492363852,0.22701780556783605,0.2301798813282106,0.153761255989213,0.887064272988501
0.0097990638134155,0.006829677629892,0.006653853800782,0.0065411378349641,0.3549060542797494
0.0052463756288364,0.0024552652230328,0.0017231095500033,0.0020188697021494,0.0897703549060542
0.0077762945431864,0.0043899520601695,0.0024123533700046,0.0015478001049812,0.045929018789144
0.0038998058841017,0.0023853367831363,0.0024388627476969,0.0011305670332036,0.045929018789144
0.0742711909855608,0.0113128676099236,0.0132811982238716,0.0040646576669941,0.8267223382045928
0.0032944483546643085,0.002295752906048597,0.0020569003215130236,0.0012300574471350238,0.05218420854411586
0.0051356188100054,0.0089353006534424,0.0078467757969381,0.0055720803779324,0.1524008350730688
0.0009210303881735,0.0011266248649992,0.0007555172642322,0.0003633965463868,0.022964509394572
0.0039469266973169055,0.002809492005984147,0.002083285900149411,0.0014676536995449382,0.04524848948226757
0.03724394143479814,0.07445813791934042,0.06651357237629951,0.01572357482880939,0.6169792480049041
0.005342084204570735,0.003978407008600971,0.004405648567752214,0.0012625731423432888,0.07516639344705732
0.0278349373641042,0.026611656293948,0.0211677380873483,0.0740790589375361,0.7536534446764092
0.0009093717756649,0.0007148240522753,0.0003843859765392,0.0065815152290071,0.0187891440501043
0.0102595790075023,0.0201005415569178,0.0152694015507985,0.0012247809526373,0.1315240083507306
0.0456551265833853,0.0345757286154945,0.0165948704354165,0.0095694423881882,0.336116910229645
0.0075416399700670034,0.007612597742254119,0.006278917075022928,0.0006339951006955903,0.04024279853162083
0.004020923815631298,0.0022430998882664536,0.0008667714500312882,0.00026782229470919484,0.040419643639483784
0.4955551539811247,0.9999999999999998,1.0,0.4112437583278375,0.8538622129436325
0.0055355765036965545,0.003617905111962779,0.003295449126411611,0.0018913760567078833,0.09193013509191249
0.0628515800334602,0.0321204633924617,0.0360527536616077,0.0282507166987442,0.6471816283924843
0.0032479652048464924,0.002329282547752877,0.002060630679772506,0.0013348559008944415,0.05002985526105673
0.052306365019499,0.0481729252620374,0.0258068791835111,0.0251012799633911,0.8308977035490605
0.0128186444531236,0.0225014179933645,0.0226655179269666,0.00806201967725,0.6179540709812108
0.03478396266255114,0.02010573561251903,0.022334217848828754,0.01727406940190892,0.6335960524878181
0.0004838324191038,0.0,0.0,0.0,0.0
0.004728188598619829,0.0027892001663871596,0.0006730819116418289,0.0005890341358524046,0.01442978558563095
0.0233055664045421,0.0191448528783322,0.0106832792100205,0.0270259357461069,0.2839248434237996
0.0021568433140771,0.002369797129826,0.0040426800980846,4.037739404298847e-05,0.0146137787056367
0.0782467778509679,0.0045686580732383,0.0050235270727019,0.0004037739404298,0.0751565762004175
0.0007600186702432604,0.00046869488079164125,0.0001807996421697806,0.00048458856083600913,0.017706540966629162
0.0681620780310935,0.1820548083572255,0.2072370601100139,0.2046460921412132,1.0
0.18120539148528486,0.1913489405308168,0.18570609768111446,0.1599547983806891,0.858600430918961
