num_sonarQube_BUG_HIGH,num_sonarQube_BUG_LOW,num_sonarQube_VULNERABILITY_LOW,num_sonarQube_VULNERABILITY_BLOCKER,num_sonarQube_CODE_SMELL_MEDIUM
0.0188679245283018,0.00204394481349,0.0,0.0217391304347826,0.0883835675211841
0.0,0.0,0.0,0.0,0.0005363080553469
0.3018867924528302,0.0091977516607051,0.0,0.0869565217391304,0.0604955486431406
0.0094339622641509,0.0005109862033725,0.0,0.0,0.0139440094390217
0.0094339622641509,0.00992146977501788,0.0,0.0,0.05020853233851893
0.0,0.0,0.0,0.0,0.0139440094390217
0.0,0.0,0.0,0.0,0.0010726161106939
0.0,0.001021972406745,0.0,0.0,0.011584253995495
0.0,0.0,0.0,0.0,0.0035292356366551244
0.0,0.0,0.0,0.0,0.0010726161106939
0.0,0.0,0.0,0.0,0.007293789552719
0.0,0.0030059784803600064,0.0,0.0,0.042409230765600325
0.0,0.001021972406745,0.0,0.0,0.0041832028317065
0.0013253982347625985,0.006875107643467928,0.0,0.0,0.1031148330549708
0.0377358490566037,0.00204394481349,0.0,0.0,0.06060281025421
0.004787859732425126,0.0048812426783134116,0.0,0.0692216805902858,0.0879399615255124
0.0471698113207547,0.0025549310168625,0.0,0.0,0.0891343987986699
0.0,0.0005109862033725,0.0,0.0652173913043478,0.0248846937681004
1.0,0.0056208482370975,0.0,0.0,0.2713718760055776
0.0471698113207547,0.0061318344404701,0.0,0.0,0.0653223211412635
0.0283018867924528,0.0005109862033725,0.0,0.0217391304347826,0.1176659873431299
0.0,0.0,0.0,0.0,0.0070792663305802
0.0,0.0076647930505876,0.0,0.0,0.1061889949587042
0.0,0.0066428206438426,0.0,0.3260869565217391,0.0093317601630376
0.0,0.0,0.0,0.0,0.0011798777217633
0.0471698113207547,0.001021972406745,0.0,0.0,0.008053449781918283
0.0660377358490566,0.0122636688809402,0.0,0.0,0.0385069183739139
0.0,0.0,0.0,0.0,0.0019307089992491
0.0094339622641509,0.0005109862033725,0.0,0.0217391304347826,0.0010726161106939
0.0,0.0,0.0,0.0,0.0010438986405911929
0.0094339622641509,0.00408788962698,0.0,0.0,0.0537380671457685
0.1037735849056603,0.003065917220235,0.0,0.0,0.0731524187493296
0.0188679245283018,0.00204394481349,0.0,0.0217391304347826,0.0735814651936072
0.0,0.0045988758303525,0.0,0.0,0.0066502198863026
0.0566037735849056,0.0,0.0,0.0,0.0020379706103185
0.0377358490566037,0.005109862033725,0.0,0.0217391304347826,0.0303550359326397
0.0471698113207547,0.0081757792539601,0.0,0.0217391304347826,0.0419392899281347
0.0,0.0,0.0,0.0,0.0016089241660409
0.0377358490566037,0.005109862033725,0.0,0.0217391304347826,0.0303550359326397
0.0,0.0076647930505876,0.0,0.0,0.1061889949587042
0.0,0.0,0.0,0.0,0.0006085014261122775
0.0,0.0076647930505876,0.0,0.0,0.1061889949587042
0.0094339622641509,0.0127746550843127,0.0,0.0,0.048482248203368
0.0283018867924528,0.0,0.0,0.0,0.0084736672744824
0.05352489144297944,0.00016676622741142893,0.0,0.0,0.004523400943916729
0.1132075471698113,0.0015329586101175,0.0,0.0,0.1410490185562587
0.0,0.0,0.0,0.0,0.0008580928885551
0.0,0.0,0.0,0.0,0.0025846157471260314
0.0,0.0,0.0,0.0,0.0026815402767349
0.160377358490566,0.0,0.0,0.0,0.0663949372519575
0.0,0.0,0.0,0.0217391304347826,0.0020379706103185
0.0,0.0,0.0,0.0,0.0008580928885551
0.0377358490566037,0.0,0.0,0.0,0.0190925667703528
0.07552816779325568,0.061877695536485464,0.0,0.013069503417761318,0.033304148387873475
0.2075471698113207,0.0025549310168625,0.0,0.0,0.0492330794808538
