num_commits,num_issues,num_pull,num_contributors,project_size(kB)
0.0010376165132587,0.000512808559241,0.0006759891311551,0.022964509394572,3.602031150825926e-05
0.1416346540598203,0.1389245005943917,0.0111074292530982,0.7745302713987473,0.071086331476012
0.011361660034758617,0.007108319948116674,0.0045384067020120995,0.2204500713715259,0.0008022054140618309
0.008878033425242,0.0001709361864136,1.3254688846179335e-05,0.0501043841336116,0.0012541318504587
0.0038823179653389,0.0012509420914819,0.0015773079726953,0.1022964509394571,0.0001889832781871
0.013739642066971232,0.007638058477784437,0.007188586307963426,0.2910152244759575,0.0015670471881643214
0.2483226171253359,0.3781574633069935,0.6451057061435482,0.707724425887265,0.0781218055617005
0.006988938204790346,0.0015488882594166563,0.0013120704445571379,0.030795206212662452,0.0006307873620939658
0.185634257666995,0.2263661297716447,0.2377228444562263,0.8517745302713987,0.0270451683192971
0.0088896920377505,0.0001320870531378,0.000225329710385,0.0125260960334029,0.0042351004613067
0.0039347817216273,0.002789367769205,0.0019749486380807,0.091858037578288,0.0002967152600954
0.004972398234886,0.0077620568285121,0.0073563523096295,0.3048016701461378,0.0001916148991192
0.0790162462765306,0.057535566381514,0.0326993173835244,0.778705636743215,0.0066507640006756
0.0318804759045626,0.0895938711607343,0.0813440254490025,0.9958246346555324,0.0397109953892356
0.0042437349531032,0.002229940250033,0.0024918815030817,0.0793319415448851,0.0002917809708477
0.0047625432097326,0.0086089679339253,0.0105639870104049,0.1064718162839248,0.0016916388304221
0.0368703620582114,0.0334180244438746,0.0386639273643051,0.1941544885177452,0.0067101399479564
0.027191175781467666,0.033042437549147374,0.03231481176507979,0.6145361981000377,0.003653998706590146
0.0058526234792797,0.0034808823415149,0.0039631519650076,0.2713987473903966,0.0010725500061431
0.1583356164782829,0.1126158675399951,0.0945059314732586,0.8768267223382045,0.0129807992002503
0.0564801482975511,0.0257880546685003,0.0268274902246669,0.2713987473903966,0.0122523336309806
0.0115828315272199,0.0012120929582061,0.0020677314600039,0.0271398747390396,0.0009026459797138
0.0128769375156662,0.0062003216708235,0.0083371992842468,0.0772442588726513,0.0004727049099303
0.021632243097486487,0.015710710114179623,0.012691789807276624,0.5821775563398118,0.0017157800162031973
0.0019353296764152,0.0015228860244127,0.0012989595069255,0.045929018789144,0.0001672724054972
0.0043836383032055,0.0078475249217189,0.0112929948969447,0.068893528183716,0.0021607252615707
0.03883856765470188,0.026764740318931893,0.033028032769778295,0.15153255020767117,0.004433073877780205
0.0075258888394685135,0.0008741266970972969,0.0007123501357985738,0.030326137911839714,0.0004529310357286031
0.0448798288515683,0.0560670691436874,0.0921068327921002,0.9853862212943632,0.0046204684515525
0.021700890047858825,0.04197244432144252,0.04706045084604767,0.34957580173508435,0.012963282490202252
0.052306365019499,0.0481729252620374,0.0258068791835111,0.8308977035490605,0.0420975466220431
0.0075955860493042,0.0156251214035414,0.0240174961892769,0.0751565762004175,0.0005233636128734
0.0048208362722752,0.0039237624608594,0.0043475379415468,0.0730688935281837,0.0002111875798018
0.12765688713285644,0.11816201914641372,0.14255384548756925,0.5137017227743852,0.04098432374502767
0.0255556786186875,0.010590273730993,0.0055802240042415,0.2463465553235908,0.0017834166104294
0.005842379111868177,0.008153053420582972,0.01092062927938934,0.05196794569064474,0.021770941254014055
0.0085282750499863,0.0193313287180563,0.021512359997349,0.4446764091858037,0.0013534755406459
0.0367129707893463,0.0506670396183461,0.0337862018689111,0.8350730688935282,0.0021518435409249
0.0103062134575364,0.0115770417161993,0.0081383789515541,0.3089770354906054,0.0011314325244991
0.0042903694031373,0.0044831899800315,0.0045198488965471,0.1983298538622129,0.0001761541261431
0.020960596387644588,0.018835267594305483,0.00826455522276188,0.42926976967045644,0.008172973423493046
0.0170565500999726,0.0279402966519816,0.0325535158062164,0.4321503131524008,0.0199138045458948
0.0158440543990859,0.0282588595448435,0.028974749817748,0.4885177453027139,0.0084851682666647
0.005327985916396,0.0068374474565472,0.0046391410961627,0.2212943632567849,0.0002180955847486
0.0167067917247168,0.0486468846880026,0.0454900921200874,0.6137787056367432,0.0057918687189581
0.0152378065486426,0.008779904120339,0.0023063158592352,0.0354906054279749,0.0435020098182487
0.0009093717756649,0.0007148240522753,0.0003843859765392,0.0187891440501043,1.5954201900918483e-05
0.0018129142450756,0.0026184315827913,0.0024388627476969,0.0730688935281837,0.0001162847499376
0.0615516447387596,0.0911322968384575,0.1262906753263967,0.8726513569937369,1.0
0.0609978606446046,0.0379478333838372,0.0301544171250579,0.0605427974947807,0.0151604392372707
0.0192775157828466,0.0198596769306076,0.0147922327523361,0.6409185803757829,0.0027421490112588
0.0102595790075023,0.0201005415569178,0.0152694015507985,0.1315240083507306,0.0026870494479928
0.0707677779267489,0.0316154246598758,0.0374577506793028,0.6680584551148225,0.0922342017627583
8.792654322761889e-05,4.201785382523144e-05,5.129941478003537e-05,0.00581416326280669,6.345751830088906e-05
0.1333512098725131,0.3740083758731342,0.3889455895022864,0.8663883089770354,0.072405924897157
0.0488262691857042,0.0320971539124962,0.0257538604281264,0.231732776617954,0.0093960380617914
0.0071991932240144,0.0016005842909644,0.0015905626615415,0.0271398747390396,0.0007181035618495
0.0062665042233323,0.0007692128388615,0.0002916031546159,0.0313152400835073,0.0003133273672293
0.0376806356275539,0.0382741661033542,0.0581218105904963,0.2484342379958246,0.0018177921588551
0.051175479606172,0.0641243793850959,0.054330969580489,0.6054279749478079,0.0053795266141581
0.0264708797006068,0.0250343814829491,0.0427066074623898,0.7244258872651357,0.0089481690744079
0.0015039610135997,0.0002408646263101,0.0002385843992312,0.0354906054279749,0.000508396268822
0.0166251814371571,0.0483982502350372,0.054622572735105,0.3507306889352818,0.0136010393586871
0.0101896273324511,0.020248168263366,0.0191927894492676,0.4613778705636743,0.0033416651548552
0.0035675354276087,0.0024319557430673,0.0013122141957717,0.0187891440501043,0.0063073374690352
0.1961328382309221,0.1690947374964064,0.1510371794022135,0.8601252609603339,0.0270068453394733
0.0065987746798253,0.0014529575845162,0.0007952813307707,0.0375782881002087,0.0004687574785321
0.0311168367852541,0.0138536009261633,0.0095566306580953,0.1294363256784968,0.001845259702334
0.0669379237176983,0.1068739656418265,0.1711445423818675,0.5553235908141962,0.0425480472303587
0.0559963158784473,0.0285385733044295,0.0274504606004374,0.5135699373695198,0.0105074044766832
0.0247978688056334,0.0062003216708235,0.0057127708927032,0.0605427974947807,0.0514332218787043
0.0093793537631086,0.0108622176639239,0.01241964344887,0.1920668058455114,0.0004036248604624
0.006374422241533385,0.0009912860821021739,0.0004551926327641261,0.03334941350053177,0.00036380946472786447
0.0113496592770494,0.0184300288260568,0.0117171449400225,0.173277661795407,0.2499612247103284
0.0607122246381458,0.1352182932798769,0.1364040029160315,0.9185803757828808,0.0215602123915463
0.0151037325047946,0.0091994747597181,0.007024985088475,0.2526096033402922,0.0041262171452406
0.0513445294875456,0.0674498651935075,0.0630658095301212,0.8058455114822546,0.0088183972671932
0.009391728176554615,0.015206244374440708,0.009349438405597018,0.13400056902239182,0.0014498332763034335
0.0009851527569703,0.0004739594259652,0.0004771687984624,0.0417536534446764,3.0428117027524943e-05
0.0269547121197106,0.0119033744357163,0.0114785605407913,0.2254697286012525,0.0271084916979761
0.0625484561082385,0.0494704863134503,0.0395785008946915,0.8392484342379958,0.0103453953130502
0.0364739692329215,0.0313357109002898,0.0194048644708065,0.3507306889352818,0.0214922836762362
0.0241333278926474,0.0137836724862668,0.0098614885015574,0.5720250521920668,0.0018498650389652
0.1471783243076241,0.0510322214711389,0.0393929352508449,0.208768267223382,0.0425283100733679
0.0233055664045421,0.0191448528783322,0.0106832792100205,0.2839248434237996,0.0013534755406459
0.0080094667933569,0.0176530461605401,0.020478494267347,0.55741127348643,0.0011238666143193
0.0116236366709997,0.0121442390620265,0.0074888991980913,0.2233820459290187,0.0009993580489688
0.12803010490973207,0.08373058529306064,0.0896387896921341,0.5402828475216548,0.05957653590245254
0.2247722198581146,0.1340683589349121,0.146861952415667,0.9018789144050104,0.0273058632678843
0.1092994922674252,0.0744660186631236,0.0733116840082179,0.801670146137787,0.0415475378472321
0.0699166992136265,0.0275595751458784,0.0249983431638942,0.2505219206680584,0.0044142151609984
0.0,3.884913327583661e-05,3.9764066538538006e-05,0.0062630480167014,0.0
0.0043136866281543,0.0158582162031965,0.0173901517661872,0.1753653444676408,0.0078320328465766
0.0188986108763196,0.008034000761443,0.0073563523096295,0.0981210855949895,0.0014396611261725
0.0075139757617445,0.0160835411761963,0.0183444893631122,0.37160751565762,0.0005528048720514
0.0391554501098824,0.0418172070581105,0.0403472728477699,0.6116910229645094,0.0056607811012774
1.0,0.6086105218992564,0.5089270329379018,0.8455114822546972,0.178789530030331
0.0123756171777996,0.0060060760044443,0.0056730068261647,0.0876826722338204,0.0024367165068258
0.0251417978746349,0.0249100642564664,0.0091589899927099,0.4572025052192066,0.0163744388685148
0.0290007986149568,0.0567896630226179,0.0512558817681754,0.9728601252609602,0.0040454592778865
0.006015844054399,0.008733285160408,0.0141029889323348,0.1315240083507306,0.005049751616103
0.0482958023165663,0.0193857175046424,0.0189939691165749,0.3987473903966597,0.007096001367127
0.08730395287767131,0.02950794530911206,0.03024489652996469,0.5142663586411009,0.06611183034966911
0.0103062134575364,0.0115770417161993,0.0081383789515541,0.3089770354906054,0.0011314325244991
