,project_name,num_commits,project_age_days,num_issues,num_pull,num_stargazers,num_watchers,num_forks,num_subscribers,num_contributors,project_size(kB),ssf_score,ssf0_Binary-Artifacts,ssf1_Branch-Protection,ssf3_CII-Best-Practices,ssf7_Dependency-Update-Tool,ssf8_Fuzzing,ssf9_License,ssf10_Maintained,ssf13_SAST,ssf17_Vulnerabilities,Generic policy,Reporting mechanism,Scope of practice,User guideline
10,mlflow/mlflow,0.03884066757215224,0.37464234620886977,0.09570545962527184,0.10086123371730003,0.1000574487390807,0.1000574487390807,0.05681099341848477,0.03994726433750824,0.9478079331941545,0.09147596598169412,7.2,10,4,0,10,0,10,10,0,0,1,1,1,0
11,prefecthq/prefect,0.10422799582621672,0.37035050071530756,0.10968935869925256,0.10342340402626762,0.08749389271582203,0.08749389271582203,0.02134618231739324,0.021226104152933422,0.5762004175365344,0.026977404080295357,6.9,10,6,0,10,0,10,10,8,2,0,1,0,0
12,scipy/scipy,0.19613283823092215,0.8476394849785408,0.15671039935481082,0.12267197760792335,0.07001766414500706,0.07001766414500706,0.06961062733011211,0.04588002636783124,0.8601252609603339,0.027006845339473343,5.8,10,3,0,0,10,10,10,0,10,0,0,0,0
13,octoprint/octoprint,0.053116638588841546,0.7290772532188841,0.036335095122197104,0.011303692539562924,0.04451471922599904,0.04451471922599904,0.02244983108790159,0.04416611733684904,0.5198329853862212,0.00905030886183546,5.7,10,3,0,10,0,10,10,0,10,1,0,0,0
14,nautobot/nautobot,0.06439051688458557,0.19760371959942777,0.043910307184930226,0.03269458499300247,0.005616016923217344,0.005616016923217344,0.0037281793833026018,0.005009887936717205,0.5156576200417536,0.024752039629579614,6.8,10,8,0,10,0,10,10,0,10,1,1,0,1
15,plone/plone,0.0015039610135997715,0.8120529327610873,0.00022322392960525368,0.00019377758639250726,0.0012832008075037717,0.0012832008075037717,0.0006998748300784668,0.024522083058668424,0.03549060542797495,0.0005083962688220519,4.0,10,0,0,0,0,0,6,0,10,0,1,0,0
16,saltstack/salt,0.7073455088109964,0.8506795422031473,0.48207727868427497,0.43475078049305627,0.07606320435107085,0.07606320435107085,0.07370220325980162,0.07013843111404086,0.6012526096033403,0.08993696116533438,6.8,6,8,0,10,0,10,10,0,10,0,1,0,1
17,apache/superset,0.09332719313074551,0.5624105865522174,0.19964140155824703,0.18264614059640435,0.3355274814365406,0.3355274814365406,0.1851034334244068,0.1996044825313118,0.883089770354906,0.15260950709246512,7.1,10,8,0,10,0,10,10,10,0,1,1,0,1
18,litestar-org/litestar,0.0170565500999726,0.1457439198855508,0.025893975834209427,0.02643987512111099,0.029492142408444427,0.029492142408444427,0.005033715124025896,0.005273566249176005,0.4321503131524008,0.019913804545894892,7.4,10,4,0,10,0,10,10,9,10,1,1,0,0
19,pallets/werkzeug,0.033087142299194974,0.873032904148784,0.0211774702248081,0.018839487565938205,0.035714860968682385,0.035714860968682385,0.023311215494152007,0.029400131839156227,0.8559498956158663,0.002595107191677236,6.7,10,3,0,10,0,10,10,0,10,1,1,0,1
20,pallets/jinja,0.016491107393309123,0.873211731044349,0.014207123003585984,0.010087199913876629,0.05543534869237005,0.05543534869237005,0.021763415389170784,0.03309162821357943,0.5553235908141962,0.0010871883975780536,7.1,10,3,0,10,10,10,10,0,10,1,1,0,1
21,nebari-dev/nebari,0.010259579007502318,0.2551859799713877,0.018628396964154557,0.012401765529120465,0.0014979624489269972,0.0014979624489269972,0.0012247809526373169,0.002109426499670402,0.13152400835073066,0.002687049447992838,7.6,10,6,0,10,0,10,10,9,10,1,1,1,0
22,element-hq/synapse,0.14163465405982034,0.013948497854077258,0.12874980197877212,0.009021423188717839,0.0079569188147305,0.0079569188147305,0.0024495619052746337,0.0023731048121292024,0.7745302713987473,0.07108633147601204,6.3,10,3,0,10,0,10,10,0,10,0,1,0,0
23,aws/sagemaker-python-sdk,0.02244282907891132,0.41112303290414876,0.03385802958077106,0.03454623748519754,0.011280355215754915,0.011280355215754915,0.01530303234229263,0.018193803559657218,0.9018789144050103,0.02473756571445301,6.9,5,8,0,10,0,10,10,10,0,0,1,0,0
24,eventlet/eventlet,0.014736486210776056,0.7326537911301859,0.007063957256217866,0.004693723759285176,0.00668445608929789,0.00668445608929789,0.004360758556642755,0.008305866842452207,0.29018789144050106,0.0015163070858202838,6.2,10,8,0,0,0,9,6,0,10,1,1,1,0
25,tqdm/tqdm,0.011623636670999785,0.5709942775393418,0.011254806515258436,0.006082463128431478,0.1535706807407129,0.1535706807407129,0.018250582107430788,0.027554383651944625,0.22338204592901875,0.0009993580489688733,6.4,10,3,5,0,10,9,10,0,10,1,1,1,0
26,aio-libs/aiohttp,0.06303228852734236,0.6800786838340486,0.06721200512694961,0.06831736462482506,0.0810993648424455,0.0810993648424455,0.027120149665540588,0.028740936058009228,0.8768267223382045,0.004910604659317755,6.7,10,3,0,10,10,9,10,10,10,0,1,0,0
27,pypa/pip,0.08657685648830933,0.848175965665236,0.09352362573267854,0.060501668640327265,0.05106494928940742,0.05106494928940742,0.04070041319533237,0.04192485168094924,0.8267223382045928,0.011781931389365917,6.2,0,3,2,10,10,10,10,0,10,1,1,0,0
28,wagtail/wagtail,0.1052306365019499,0.657725321888412,0.08730935956334519,0.0759069867585316,0.09785614191449266,0.09785614191449266,0.051844573951197195,0.044297956493078446,0.7098121085594989,0.03665880853691251,7.0,10,0,0,10,0,10,10,7,6,1,0,0,0
29,apache/airflow,0.1539519781750774,0.5801144492131617,0.27995161081267916,0.3116051243406179,0.19813909037706776,0.19813909037706776,0.19179262170419523,0.0999340804218853,0.8684759916492693,0.050089285963937254,7.8,10,6,0,10,10,10,10,0,9,1,1,0,0
30,fonttools/fonttools,0.06991669921362659,0.69241773962804,0.025541138009994673,0.02030358488534826,0.02325868576613531,0.02325868576613531,0.006164282157229573,0.015425181278839815,0.25052192066805845,0.004414215160998456,6.5,10,3,0,10,0,10,10,0,10,0,1,0,0
31,andialbrecht/sqlparse,0.007496487842981807,0.775035765379113,0.005638204415513343,0.0025621703089675958,0.020074844432035995,0.020074844432035995,0.009381014549320988,0.012392880685563611,0.17536534446764088,0.00024095779159634617,5.1,10,0,0,0,10,10,0,8,10,1,1,1,0
32,tornadoweb/tornado,0.027834937364104296,0.9452789699570815,0.02466264383541916,0.017192378081601893,0.11664241649798929,0.11664241649798929,0.07407905893753618,0.1294660514172709,0.7536534446764092,0.0017108825584881864,6.4,10,3,0,10,0,10,10,0,10,1,1,1,0
33,moinwiki/moin,0.031116836785254186,0.3617668097281831,0.012838976338263463,0.007761868877166541,0.0016375575158520937,0.0016375575158520937,0.0012382400839849796,0.0034278180619644032,0.12943632567849683,0.001845259702334067,5.8,10,3,0,0,0,9,10,0,10,1,1,1,0
34,ansible/ansible,0.31855409887669267,0.782725321888412,0.6041087604591212,0.5528474539778232,0.33687511073647136,0.33687511073647136,0.3212963835314069,0.25128543177323664,0.7828810020876826,0.042113007395019296,5.3,10,3,2,0,10,10,10,0,5,1,1,1,0
35,jelmer/dulwich,0.026826467382116855,0.9758583690987125,0.009879459078013164,0.009247497039509096,0.011038748369153785,0.011038748369153785,0.005316356882326815,0.0068556361239288065,0.394572025052192,0.0027740574150607335,6.0,10,3,0,10,10,9,10,0,2,1,1,1,0
36,sqlalchemy/sqlalchemy,0.10018245728575842,0.34334763948497854,0.0631435689905958,0.009182904510711595,0.05158037722882316,0.05158037722882316,0.01927347608985316,0.013579433091628214,0.847599164926931,0.014941027842056033,5.8,10,3,0,10,10,10,10,0,10,1,1,1,0
37,pywbem/pywbem,0.017283893043888846,0.5486409155937053,0.023308898713942136,0.0227258047152546,0.00022013068245880601,0.00022013068245880601,0.0003499374150392334,0.0007910349373764008,0.014613778705636741,0.007542554544044534,4.8,6,3,0,10,0,10,10,0,10,1,1,1,0
38,plone/products.cmfplone,0.03647396923292159,0.8120529327610873,0.02904071316445123,0.015760577026590592,0.0013422602588951586,0.0013422602588951586,0.0025303166933606106,0.022676334871456823,0.3507306889352818,0.02149228367623628,6.9,10,8,0,0,0,10,10,0,10,1,1,1,0
39,latchset/jwcrypto,0.0018129142450756936,0.5872675250357654,0.00242666013796679,0.001980837549790074,0.0023462709325487376,0.0023462709325487376,0.001588177499024213,0.0025049439683586024,0.07306889352818371,0.00011628474993762236,4.1,10,6,0,0,0,10,0,9,2,1,1,1,0
40,netflix/lemur,0.037680635627553964,0.5686695278969957,0.03547100249146709,0.04720637312950802,0.009240119622234273,0.009240119622234273,0.0043472994252950915,0.05589980224126565,0.24843423799582462,0.001817792158855166,7.5,10,8,0,10,0,10,10,10,6,0,0,0,0
41,adobe/ops-cli,0.0011192268008184346,0.33190271816881256,0.0011809265953310196,0.001388739369146302,0.0010308558788314818,0.0010308558788314818,0.0005114469912111873,0.0032959789057350032,0.05427974947807933,6.85866205431238e-05,5.4,10,0,0,10,0,10,0,7,8,1,1,0,1
42,borgbackup/borg,0.05117547960617207,0.574928469241774,0.05942797067845673,0.0441274625901604,0.05995608124432895,0.05995608124432895,0.009986675459965814,0.019775873434410018,0.6054279749478079,0.005379526614158153,6.4,10,0,2,10,0,9,10,10,10,1,1,1,0
43,zopefoundation/zodb3,5.829306254262674e-06,0.7162017167381974,7.200771922750119e-06,0.0,1.073808207116127e-05,1.073808207116127e-05,5.383652539065129e-05,0.01067897165458141,0.006263048016701461,1.1842294194496195e-05,3.0,10,0,0,0,0,0,0,0,10,1,1,1,0
44,httplib2/httplib2,0.003101190927267746,0.5221745350500715,0.0017353860333827787,0.0013133814188825493,0.00262009202536335,0.00262009202536335,0.002476480167969959,0.0035596572181938032,0.11899791231732776,0.0006213914925945365,5.7,10,3,0,10,10,9,0,0,10,1,1,1,0
45,ipython/ipython,0.15833561647828293,0.9018240343347639,0.10436798824834023,0.07675745505436538,0.0875314760030711,0.0875314760030711,0.05979892057766592,0.0978246539222149,0.8768267223382045,0.012980799200250399,6.5,10,3,2,10,10,10,10,0,10,1,1,0,0
46,python-imaging/pillow,0.10928783365491673,0.757689556509299,0.059932024713049245,0.05542038970825707,0.06565263378308,0.06565263378308,0.029960026379897444,0.02900461437046803,0.7995824634655532,0.033594285961470106,7.8,10,0,0,10,10,9,10,0,10,0,1,0,0
47,apache/qpid-python,0.006050819891924662,0.4996423462088698,0.00018001929806875296,0.0002691355366562601,8.053561553370952e-05,8.053561553370952e-05,0.0002691826269532564,0.001977587343441002,0.029227557411273485,0.00023816169435597902,4.1,10,3,0,0,0,10,0,0,10,1,1,0,0
48,scalyr/scalyr-agent-2,0.014730656904521794,0.6187410586552218,0.009382605815343404,0.013273764667886748,0.00037583287249064445,0.00037583287249064445,0.0007806296181644437,0.0023731048121292024,0.07933194154488517,0.004131480387104859,4.8,9,8,0,10,0,10,10,7,0,0,1,0,0
49,home-assistant/core,0.4955551539811247,0.6825822603719599,0.9267609487737086,0.8121972225212617,0.3921708643619163,0.3921708643619163,0.41124375832783755,0.17626895187870797,0.8538622129436325,0.10907493096518152,7.2,10,6,0,10,0,10,10,7,7,1,0,0,0
50,cog-creators/red-discordbot,0.016625181437157164,0.5329041487839771,0.0448536083068105,0.04436430186241791,0.025787504093893788,0.025787504093893788,0.031023297756362807,0.02808174027686223,0.3507306889352818,0.013601039358687138,6.3,10,8,0,0,0,10,10,10,10,1,1,1,0
51,pyload/pyload,0.04565512658338531,0.7217453505007153,0.03204343505623803,0.013478307675745505,0.017809109115020965,0.017809109115020965,0.009569442388188267,0.017139090309822018,0.33611691022964507,0.00811328733369595,5.5,10,2,0,10,0,9,10,0,10,1,1,1,0
52,pydantic/pydantic,0.0189627332451165,0.4458154506437768,0.06212826014948803,0.04339541393045537,0.11233107654641804,0.11233107654641804,0.025330085196301432,0.015425181278839815,0.9686847599164926,0.02672707113912837,7.3,10,2,0,10,10,10,10,0,10,0,1,0,0
53,vyperlang/vyper,0.033699219455892555,0.47675250357653787,0.028860693866382476,0.02508343201636344,0.026120384638099788,0.026120384638099788,0.010700009421391944,0.02148978246539222,0.43006263048016696,0.0019918080929909572,6.5,10,8,0,0,0,9,10,10,10,1,1,1,1
54,keylime/keylime,0.011087340495607619,0.48086552217453504,0.012018088339069949,0.01278932070190548,0.0022711043580506086,0.0022711043580506086,0.0020323288334970864,0.003032300593276203,0.12734864300626303,0.002652180470642377,7.1,10,6,0,10,0,10,10,9,0,0,0,0,0
55,onnx/onnx,0.01670679172471684,0.42310443490701,0.0450840330083385,0.03694692647217138,0.095815906320972,0.095815906320972,0.04939501204592256,0.057613711272247854,0.6137787056367432,0.005791868718958181,8.1,10,8,5,10,0,10,10,10,10,1,1,0,1
56,mysql/mysql-connector-python,0.0070301433426407925,0.6257153075822603,0.0006984748765067616,0.001044245882226289,0.004703279947168636,0.004703279947168636,0.004024280272951184,0.008833223467369809,0.033402922755741124,0.003550550066341519,4.4,10,0,0,0,0,9,10,0,10,0,1,0,1
57,nfstream/nfstream,0.010708435589080544,0.2852288984263233,0.0012529343145585208,0.00048444396598126816,0.005809302400498247,0.005809302400498247,0.0016150957617195388,0.0035596572181938032,0.025052192066805843,0.01983617172839764,6.1,10,6,0,10,10,10,0,7,8,1,1,1,0
58,scikit-learn/scikit-learn,0.18563425766699507,0.8841201716738197,0.20978728919740194,0.193077833997201,0.3217451530982051,0.3217451530982051,0.3414985396842488,0.2822676334871457,0.8517745302713987,0.027045168319297198,8.9,10,3,0,10,10,10,10,10,10,1,1,1,0
59,airbnb/knowledge-repo,0.007636391193084111,0.49213161659513593,0.005537393608594841,0.005145871460867693,0.029422344874981878,0.029422344874981878,0.009273341498539684,0.023071852340145024,0.11273486430062629,0.01275793380256231,5.2,10,8,0,10,0,10,0,0,0,0,1,0,0
60,sanic-org/sanic,0.016829207156056358,0.5069742489270386,0.021595114996327606,0.017020131338141887,0.09705078575915556,0.09705078575915556,0.020848194457529712,0.05326301911667765,0.6033402922755741,0.0016992047406019471,5.7,10,2,0,0,0,10,5,10,10,1,0,0,0
61,elastic/apm-agent-python,0.021440188403178136,0.4331187410586552,0.015438455002376256,0.015233071374744321,0.0022120449066592215,0.0022120449066592215,0.002947549765138158,0.03111404087013843,0.40709812108559496,0.0014028184331230284,7.2,10,5,0,10,0,10,10,0,10,1,1,0,0
62,dbt-labs/dbt-core,0.040123114948090025,0.5209227467811158,0.07460719789161399,0.052309182904510705,0.05283673283114903,0.05283673283114903,0.021817251914561436,0.018325642715886617,0.5991649269311065,0.00790160632496933,6.5,10,8,0,10,0,10,10,9,4,0,0,0,0
63,numpy/numpy,0.21745061120276077,0.8792918454935622,0.19882051355905353,0.15911292927118095,0.14983382817994878,0.14983382817994878,0.13502200567975345,0.07870797626895187,0.9018789144050103,0.024556641775370428,7.9,10,3,0,10,10,9,10,9,10,0,0,0,0
64,jsonpickle/jsonpickle,0.009058741919124206,0.928826895565093,0.0038092083471348128,0.0022607385079125844,0.0067381464996536964,0.0067381464996536964,0.002355347985840994,0.004350692155570204,0.12943632567849683,0.0003699072172697492,5.8,10,0,0,0,10,10,10,0,10,1,1,1,1
65,jquery/jquery,0.039155450109882424,0.9737124463519312,0.038754554488241146,0.032769942943266225,0.31791165779880054,0.31791165779880054,0.27711005531702987,0.4179301252471984,0.6116910229645094,0.005660781101277438,8.0,10,8,0,10,0,10,10,10,10,1,1,1,0
66,esphome/esphome,0.044879828851568375,0.3853719599427754,0.05196077019456486,0.07480891376897406,0.04540598003790543,0.04540598003790543,0.04872205547853942,0.02254449571522742,0.9853862212943632,0.004620468451552598,6.8,10,2,0,10,0,9,10,7,6,0,1,1,1
67,getsentry/sentry,0.44004849982803546,0.8817954220314735,0.5670535881446491,0.6986327914737861,0.2095536716187122,0.2095536716187122,0.0563668420840119,0.0903098220171391,0.707724425887265,0.08654595311800205,7.6,6,8,0,10,0,9,10,9,6,1,1,0,0
68,benoitc/gunicorn,0.018414778457215807,0.9306151645207439,0.02348171724008814,0.012218753364194208,0.052740090092508574,0.052740090092508574,0.023580398121105264,0.02966381015161503,0.720250521920668,0.0007766571275890421,7.6,10,3,0,10,10,9,10,0,10,1,1,1,1
69,mindsdb/mindsdb,0.10929949226742526,0.3642703862660944,0.06901219810763715,0.059543546129830975,0.1433695027731097,0.1433695027731097,0.06553251053177028,0.05273566249176005,0.801670146137787,0.0415475378472321,5.1,10,4,0,10,0,9,10,3,0,0,1,1,1
70,langchain-ai/langchain,0.06816207803109352,0.0895922746781116,0.16872128692195804,0.16831736462482505,0.5052911899405647,0.5052911899405647,0.2046460921412132,0.09070533948582729,1.0,0.05846984729855065,5.7,10,3,0,10,0,10,10,0,0,1,1,1,1
71,run-llama/llama_index,0.0318804759045626,0.08655221745350503,0.08303210104123163,0.06606739153837873,0.1952720224640677,0.1952720224640677,0.06986635082571771,0.03216875411997363,0.9958246346555323,0.03971099538923565,6.2,10,8,0,10,0,10,10,10,0,1,1,1,0
72,bentoml/bentoml,0.019306662314117994,0.3209942775393419,0.03441968979074557,0.039918182796856494,0.03816851272194273,0.03816851272194273,0.01063271376465363,0.01028345418589321,0.4217118997912317,0.015298105907281744,7.2,10,6,0,10,0,10,10,9,7,1,1,1,0
73,zenml-io/zenml,0.03975003934781721,0.2140557939914163,0.022574419977821624,0.030530735278286144,0.02164797345546112,0.02164797345546112,0.005881640398928654,0.005405405405405405,0.20041753653444674,0.09477338700962828,5.4,10,3,0,10,0,10,10,8,0,0,1,0,0
74,microsoft/mssql-django,0.004628469165884568,0.2194206008583691,0.002988320347941299,0.002185380557648832,0.0018630572393464803,0.0018630572393464803,0.0015074227109382362,0.0031641397495056033,0.08768267223382045,0.0001977005225247837,5.6,10,6,0,0,0,9,0,10,10,1,1,0,1
75,kjd/idna,0.0019353296764152098,0.7027896995708154,0.0014113512968590234,0.0010550113036925394,0.0013261531357884168,0.0013261531357884168,0.0012247809526373169,0.001977587343441002,0.04592901878914405,0.00016727240549725876,7.0,10,6,0,0,10,10,10,8,10,1,1,1,0
76,huggingface/transformers,0.10067794831737076,0.34853361945636624,0.24481184382965854,0.193422327484121,0.720412557113174,0.720412557113174,0.36113541232048885,0.14831905075807514,0.8977035490605427,0.041331251501874285,4.9,10,1,0,10,0,10,10,0,0,1,1,0,1
77,cobbler/cobbler,0.055996315878447306,0.804005722460658,0.02644843527226119,0.022295187856604587,0.014061518472185683,0.014061518472185683,0.008802271901371487,0.01806196440342782,0.5135699373695198,0.010507404476683264,6.9,10,6,0,0,0,10,10,10,10,1,1,1,1
78,diracgrid/dirac,0.2156318676514308,0.8426323319027181,0.05510750752480666,0.0665733663472925,0.0006120706780561924,0.0006120706780561924,0.002368807117188657,0.0023731048121292024,0.1774530271398747,0.014517007919369766,6.2,10,6,0,0,0,10,10,0,10,1,1,1,0
79,tensorflow/tensorflow,1.0,0.5430972818311874,0.5640364647090168,0.4133491226181505,1.0,1.0,1.0,1.0,0.8455114822546972,0.17878953003033107,7.7,7,7,5,10,10,10,10,0,10,1,1,0,1
80,croatiacontrolltd/asterix,0.002862189370842976,0.7065450643776824,0.0016777798580007778,0.0009365916675637851,0.0009073679350131273,0.0009073679350131273,0.0012113218212896541,0.0036914963744232037,0.033402922755741124,0.0005217188497908601,4.0,10,0,0,0,0,10,0,8,10,1,1,0,0
81,mobsf/mobile-security-framework-mobsf,0.011349659277049439,0.5929899856938483,0.017080231000763283,0.009516632576165357,0.09313675484421727,0.09313675484421727,0.04339223946486494,0.07620303230059328,0.17327766179540707,0.24996122471032842,6.5,2,8,0,10,0,10,10,10,10,1,1,1,0
82,voila-dashboards/voila,0.008440835456172361,0.36087267525035766,0.010765154024511428,0.008127893207019055,0.029239797479772137,0.029239797479772137,0.0067834021992220625,0.009624258404746209,0.14196242171189977,0.0037862446160736446,5.7,10,6,0,10,0,9,10,0,2,0,1,0,0
83,saleor/saleor,0.125959649542108,0.7213876967095851,0.11215922346875586,0.12119711486704704,0.11134854203690679,0.11134854203690679,0.07389063109866889,0.04930784442979565,0.5177453027139874,0.0427169643989386,6.1,10,6,0,10,0,10,10,10,2,1,1,1,0
84,jupyterhub/jupyterhub,0.045013902895416416,0.634656652360515,0.03495974768495183,0.026073850791258478,0.04176577021578176,0.04176577021578176,0.027093231402845263,0.03520105471324984,0.6555323590814196,0.005497785079794858,5.9,10,3,0,10,0,9,10,0,2,0,1,0,0
85,ansys/pyansys-geometry,0.006272333529586644,0.09799713876967098,0.010563532410674424,0.012735493594574227,0.00023623780556554792,0.00023623780556554792,0.00016150957617195387,0.0009228740936058009,0.056367432150313146,0.03635025098262258,6.8,9,8,0,10,0,10,10,9,10,1,1,1,0
86,paddlepaddle/paddle,0.2996205121628475,0.4924892703862661,0.4954851160044357,0.5429540316503391,0.11926250852335264,0.11926250852335264,0.07508849378861089,0.0945286750164799,0.7473903966597076,0.0770614268023684,6.4,10,8,0,0,0,10,10,0,5,1,1,0,1
87,jhpyle/docassemble,0.024797868805633443,0.5793991416309012,0.005746215994354595,0.004639896651953924,0.004203959130859637,0.004203959130859637,0.003418619362306357,0.0065919578114700065,0.060542797494780795,0.05143322187870431,6.9,10,0,0,10,0,10,10,10,10,0,1,0,0
88,qiskit/qiskit-ibm-runtime,0.010236261782485268,0.15128755364806867,0.014257528407045236,0.013262999246420498,0.0008214632784438371,0.0008214632784438371,0.0020727062275400746,0.001977587343441002,0.19206680584551145,0.0038500614236773186,5.7,10,8,0,0,0,10,10,0,1,1,1,1,0
89,psf/black,0.011098999108116143,0.3894849785407725,0.032050635828160784,0.019517709118311983,0.20861408943748558,0.20861408943748558,0.0330152491958169,0.03005932762030323,0.8997912317327765,0.001036529694634931,6.7,10,3,0,10,10,10,10,0,10,1,1,1,0
90,jazzband/djangorestframework-simplejwt,0.0035617061213544976,0.44545779685264664,0.0059622391520370984,0.0038001937775863923,0.02149227126542928,0.02149227126542928,0.008909944952152788,0.007382992748846407,0.21503131524008348,0.00013010075983120123,5.4,10,6,0,0,0,10,0,0,10,0,1,0,0
91,jamestheawesomedude/pypqc,0.008878033425242063,0.025035765379113027,0.0001584169823005026,1.0765421466250403e-05,0.0,0.0,1.3459131347662823e-05,0.00013183915622940013,0.050104384133611686,0.0012541318504587986,3.9,10,0,0,0,0,9,0,0,10,1,1,1,0
92,astropy/astropy,0.22477221985811469,0.8238555078683834,0.1242493195270533,0.11928086984605447,0.02374189945933757,0.02374189945933757,0.023836121616710858,0.01858932102834542,0.9018789144050103,0.02730586326788437,6.5,10,8,0,10,0,10,10,7,10,1,1,1,0
93,dan1hc/fgr,0.00019819641264493115,0.0,0.0002880308769100048,0.00015071590052750567,0.0,0.0,0.0,0.00013183915622940013,0.0020876826722338203,6.46391891449584e-05,6.1,10,6,5,10,0,10,0,8,10,1,1,1,0
94,vantage6/vantage6,0.041143243542586,0.11695278969957082,0.011146794936417183,0.00877381849499408,0.0001557021900318384,0.0001557021900318384,0.00014805044482429106,0.0005273566249176005,0.03549060542797495,0.0072858070268555265,6.6,9,8,0,10,0,10,10,7,0,1,1,1,0
95,ckan/ckan,0.15394031956256887,0.8036480686695279,0.05764217924161471,0.04903649477877058,0.02386538740315592,0.02386538740315592,0.026783671381849016,0.025840474620962426,0.6075156576200417,0.035253851911782146,6.6,10,0,0,10,0,9,10,10,7,1,1,1,0
96,gotomain/libosdp,0.006598774679825354,0.29130901287553645,0.0013465443495542723,0.0006459252879750242,0.0007462967039457083,0.0007462967039457083,0.0009690574570317232,0.001977587343441002,0.037578288100208766,0.0004687574785321411,5.2,10,3,0,0,0,10,10,0,10,1,1,1,0
97,neutronx/django-markdownx,0.0025823826706383676,0.6092632331902718,0.0019658107349107825,0.0011841963612875444,0.004595899126457023,0.004595899126457023,0.002059247096192412,0.0031641397495056033,0.05427974947807933,0.002729648811831373,4.6,10,0,0,10,0,9,1,0,10,1,1,0,0
98,dpgaspar/flask-appbuilder,0.023095711379388737,0.67310443490701,0.01641055921194752,0.01069006351598665,0.025132481087552953,0.025132481087552953,0.018290959501473775,0.02030323005932762,0.3569937369519833,0.007248306428572955,5.9,10,8,0,10,0,10,7,8,0,1,1,0,0
99,apache/age,0.004313686628154383,0.23927038626609445,0.014696775494332993,0.01412423296372053,0.016622551046157646,0.016622551046157646,0.0055047847211940944,0.008833223467369809,0.17536534446764088,0.007832032846576664,6.0,10,0,0,10,0,10,10,0,10,1,1,0,0
100,pretix/pretix,0.07076777792674895,0.6189198855507868,0.029299940953670233,0.03042308106362364,0.010018630572393465,0.010018630572393465,0.006325791733401527,0.0064601186552406065,0.6680584551148225,0.09223420176275839,6.3,10,3,0,10,0,9,10,0,1,1,1,1,0
101,alexlancaster/pypop,0.01478894996706442,0.6763233190271817,0.0015985713668505265,0.0016255786414038108,0.00011811890278277396,0.00011811890278277396,0.00020188697021494235,0.001054713249835201,0.0208768267223382,0.009898842136132764,6.7,10,5,2,10,0,10,10,10,10,1,1,0,0
102,allegroai/clearml,0.014089433216552899,0.3084763948497854,0.009569825885334908,0.0029281946388201095,0.030351188974137328,0.030351188974137328,0.008761894507328498,0.012524719841793012,0.19624217118997908,0.008165919752338154,5.4,10,1,0,10,0,10,10,7,0,0,1,0,0
103,sybrenstuvel/python-rsa,0.0034043148524894053,0.5295064377682404,0.0017065829456917782,0.001281085154483798,0.0026039849022566077,0.0026039849022566077,0.001520881842285899,0.0014502307185234014,0.07306889352818371,0.00018092393908258076,5.7,10,3,0,10,10,9,0,0,0,1,1,1,0
104,apache/libcloud,0.05895177414935848,0.9286480686695279,0.014646370090873741,0.019646894175906985,0.010952843712584495,0.010952843712584495,0.012463155627935775,0.011074489123269611,0.674321503131524,0.005763907746554509,6.5,10,3,0,10,0,10,0,10,10,0,0,0,0
105,locustio/locust,0.031280057360373544,0.8512160228898427,0.020947045523280097,0.013262999246420498,0.13374281219631362,0.13374281219631362,0.0401485888100782,0.056295319709953856,0.5553235908141962,0.004547605446994795,4.8,10,3,0,10,0,10,10,0,0,1,1,1,1
106,pyca/cryptography,0.07403218942913604,0.6900929899856938,0.08510592335498365,0.09982775325653999,0.035682646722468896,0.035682646722468896,0.02051171617383814,0.017139090309822018,0.6075156576200417,0.009328438299097864,8.7,10,8,0,10,10,9,10,0,10,0,0,0,0
107,materialsproject/pymatgen,0.14984814657207646,0.8068669527896996,0.02914152397136973,0.02909893422327484,0.008080406758548856,0.008080406758548856,0.011628689484380679,0.014634146341463414,0.5156576200417536,0.17719443879285574,7.0,10,3,0,10,0,9,10,1,9,1,1,1,0
108,tiangolo/fastapi,0.029000798614956833,0.3413805436337625,0.05263044198338062,0.0416298848099903,0.4135128024783493,0.4135128024783493,0.08852070687357838,0.08978246539222148,0.9728601252609602,0.004045459277886505,6.4,10,3,0,10,0,10,10,0,10,1,1,1,1
109,marshmallow-code/webargs,0.010067211901111648,0.6554005722460657,0.007063957256217866,0.007417375390246528,0.007387800464958953,0.007387800464958953,0.002126542752930726,0.002900461437046803,0.12317327766179541,0.0005197451340917775,6.5,10,3,0,10,0,10,10,0,10,0,1,0,0
110,zopefoundation/zope,0.09423073560015623,0.7188841201716738,0.008590520903840892,0.00774033803423404,0.001911378608666706,0.001911378608666706,0.001359372266113945,0.011997363216875412,0.21294363256784965,0.026925100614269667,7.3,10,8,0,10,0,9,10,9,10,1,1,1,0
111,encode/starlette,0.008009466793356923,0.3710658082975679,0.01636015380848827,0.016632576165356874,0.05481790897327828,0.05481790897327828,0.012516992153326426,0.013711272247857613,0.55741127348643,0.0011238666143193402,6.6,10,8,0,10,0,10,10,0,10,0,1,0,0
112,theupdateframework/python-tuf,0.03660221397051537,0.7235336194563662,0.019564497314112073,0.019916029712563246,0.008740798805925274,0.008740798805925274,0.0036608837265642877,0.006064601186552406,0.1649269311064718,0.0030410024633616686,8.7,10,8,10,10,0,10,10,10,10,0,1,0,0
